player,round,hole,strokes,par,yds,score
"Joeri, Jolling",1,4,4,4,185,0
"Joeri, Jolling",1,5,4,4,159,0
"Joeri, Jolling",1,6,4,5,284,-1
"Joeri, Jolling",1,7,5,3,146,2
"Joeri, Jolling",1,8,4,5,242,-1
"Joeri, Jolling",1,9,3,4,168,-1
"Joeri, Jolling",1,10,4,5,183,-1
"Joeri, Jolling",1,11,5,4,177,1
"Joeri, Jolling",1,12,4,4,193,0
"Joeri, Jolling",1,13,4,4,129,0
"Joeri, Jolling",1,14,3,3,104,0
"Joeri, Jolling",1,15,4,4,209,0
"Joeri, Jolling",1,16,3,3,77,0
"Joeri, Jolling",1,17,3,4,188,-1
"Joeri, Jolling",1,18,5,5,240,0
"Kuipers, Jim",1,1,4,4,173,0
"Kuipers, Jim",1,2,4,4,211,0
"Kuipers, Jim",1,3,4,3,114,1
"Kuipers, Jim",1,4,4,4,185,0
"Kuipers, Jim",1,5,3,4,159,-1
"Kuipers, Jim",1,6,4,5,284,-1
"Kuipers, Jim",1,7,3,3,146,0
"Kuipers, Jim",1,8,4,5,242,-1
"Kuipers, Jim",1,9,3,4,168,-1
"Kuipers, Jim",1,10,5,5,183,0
"Kuipers, Jim",1,11,4,4,177,0
"Kuipers, Jim",1,12,4,4,193,0
"Kuipers, Jim",1,13,3,4,129,-1
"Kuipers, Jim",1,14,3,3,104,0
"Kuipers, Jim",1,15,4,4,209,0
"Kuipers, Jim",1,16,3,3,77,0
"Kuipers, Jim",1,17,3,4,188,-1
"Kuipers, Jim",1,18,5,5,240,0
"Parkinson, Jason",1,1,4,4,173,0
"Parkinson, Jason",1,2,5,4,211,1
"Parkinson, Jason",1,3,3,3,114,0
"Parkinson, Jason",1,4,4,4,185,0
"Parkinson, Jason",1,5,3,4,159,-1
"Parkinson, Jason",1,6,5,5,284,0
"Parkinson, Jason",1,7,4,3,146,1
"Parkinson, Jason",1,8,5,5,242,0
"Parkinson, Jason",1,9,4,4,168,0
"Parkinson, Jason",1,10,5,5,183,0
"Parkinson, Jason",1,11,4,4,177,0
"Parkinson, Jason",1,12,5,4,193,1
"Parkinson, Jason",1,13,3,4,129,-1
"Parkinson, Jason",1,14,3,3,104,0
"Parkinson, Jason",1,15,4,4,209,0
"Parkinson, Jason",1,16,3,3,77,0
"Parkinson, Jason",1,17,3,4,188,-1
"Parkinson, Jason",1,18,6,5,240,1
"Gooijer, Gerbert",1,1,5,4,173,1
"Gooijer, Gerbert",1,2,4,4,211,0
"Gooijer, Gerbert",1,3,2,3,114,-1
"Gooijer, Gerbert",1,4,3,4,185,-1
"Gooijer, Gerbert",1,5,4,4,159,0
"Gooijer, Gerbert",1,6,4,5,284,-1
"Gooijer, Gerbert",1,7,3,3,146,0
"Gooijer, Gerbert",1,8,3,5,242,-2
"Gooijer, Gerbert",1,9,3,4,168,-1
"Gooijer, Gerbert",1,10,4,5,183,-1
"Gooijer, Gerbert",1,11,5,4,177,1
"Gooijer, Gerbert",1,12,4,4,193,0
"Gooijer, Gerbert",1,13,3,4,129,-1
"Gooijer, Gerbert",1,14,3,3,104,0
"Gooijer, Gerbert",1,15,4,4,209,0
"Gooijer, Gerbert",1,16,3,3,77,0
"Gooijer, Gerbert",1,17,3,4,188,-1
"Gooijer, Gerbert",1,18,4,5,240,-1
"Frederic, HEDIN",1,1,4,4,173,0
"Frederic, HEDIN",1,2,4,4,211,0
"Frederic, HEDIN",1,3,3,3,114,0
"Frederic, HEDIN",1,4,4,4,185,0
"Frederic, HEDIN",1,5,3,4,159,-1
"Frederic, HEDIN",1,6,4,5,284,-1
"Frederic, HEDIN",1,7,4,3,146,1
"Frederic, HEDIN",1,8,4,5,242,-1
"Frederic, HEDIN",1,9,3,4,168,-1
"Frederic, HEDIN",1,10,5,5,183,0
"Frederic, HEDIN",1,11,4,4,177,0
"Frederic, HEDIN",1,12,4,4,193,0
"Frederic, HEDIN",1,13,5,4,129,1
"Frederic, HEDIN",1,14,3,3,104,0
"Frederic, HEDIN",1,15,4,4,209,0
"Frederic, HEDIN",1,16,4,3,77,1
"Frederic, HEDIN",1,17,3,4,188,-1
"Frederic, HEDIN",1,18,5,5,240,0
"Dian, Michal",1,1,5,4,173,1
"Dian, Michal",1,2,4,4,211,0
"Dian, Michal",1,3,2,3,114,-1
"Dian, Michal",1,4,3,4,185,-1
"Dian, Michal",1,5,3,4,159,-1
"Dian, Michal",1,6,4,5,284,-1
"Dian, Michal",1,7,4,3,146,1
"Dian, Michal",1,8,4,5,242,-1
"Dian, Michal",1,9,3,4,168,-1
"Dian, Michal",1,10,4,5,183,-1
"Dian, Michal",1,11,4,4,177,0
"Dian, Michal",1,12,4,4,193,0
"Dian, Michal",1,13,4,4,129,0
"Dian, Michal",1,14,3,3,104,0
"Dian, Michal",1,15,4,4,209,0
"Dian, Michal",1,16,3,3,77,0
"Dian, Michal",1,17,4,4,188,0
"Dian, Michal",1,18,5,5,240,0
"Fabien, Helbois",1,1,5,4,173,1
"Fabien, Helbois",1,2,4,4,211,0
"Fabien, Helbois",1,3,3,3,114,0
"Fabien, Helbois",1,4,4,4,185,0
"Fabien, Helbois",1,5,4,4,159,0
"Fabien, Helbois",1,6,5,5,284,0
"Fabien, Helbois",1,7,4,3,146,1
"Fabien, Helbois",1,8,4,5,242,-1
"Fabien, Helbois",1,9,3,4,168,-1
"Fabien, Helbois",1,10,4,5,183,-1
"Fabien, Helbois",1,11,4,4,177,0
"Fabien, Helbois",1,12,4,4,193,0
"Fabien, Helbois",1,13,3,4,129,-1
"Fabien, Helbois",1,14,3,3,104,0
"Fabien, Helbois",1,15,5,4,209,1
"Fabien, Helbois",1,16,2,3,77,-1
"Fabien, Helbois",1,17,3,4,188,-1
"Fabien, Helbois",1,18,4,5,240,-1
"Levchenko, Evgeniy",1,1,4,4,173,0
"Levchenko, Evgeniy",1,2,3,4,211,-1
"Levchenko, Evgeniy",1,3,3,3,114,0
"Levchenko, Evgeniy",1,4,5,4,185,1
"Levchenko, Evgeniy",1,5,3,4,159,-1
"Levchenko, Evgeniy",1,6,5,5,284,0
"Levchenko, Evgeniy",1,7,3,3,146,0
"Levchenko, Evgeniy",1,8,4,5,242,-1
"Levchenko, Evgeniy",1,9,4,4,168,0
"Levchenko, Evgeniy",1,10,5,5,183,0
"Levchenko, Evgeniy",1,11,4,4,177,0
"Levchenko, Evgeniy",1,12,4,4,193,0
"Levchenko, Evgeniy",1,13,4,4,129,0
"Levchenko, Evgeniy",1,14,3,3,104,0
"Levchenko, Evgeniy",1,15,5,4,209,1
"Levchenko, Evgeniy",1,16,3,3,77,0
"Levchenko, Evgeniy",1,17,3,4,188,-1
"Levchenko, Evgeniy",1,18,5,5,240,0
"Fernandez Gorgolas, Ignacio",1,1,4,4,173,0
"Fernandez Gorgolas, Ignacio",1,2,4,4,211,0
"Fernandez Gorgolas, Ignacio",1,3,2,3,114,-1
"Fernandez Gorgolas, Ignacio",1,4,4,4,185,0
"Fernandez Gorgolas, Ignacio",1,5,4,4,159,0
"Fernandez Gorgolas, Ignacio",1,6,4,5,284,-1
"Fernandez Gorgolas, Ignacio",1,7,4,3,146,1
"Fernandez Gorgolas, Ignacio",1,8,5,5,242,0
"Fernandez Gorgolas, Ignacio",1,9,3,4,168,-1
"Fernandez Gorgolas, Ignacio",1,10,4,5,183,-1
"Fernandez Gorgolas, Ignacio",1,11,4,4,177,0
"Fernandez Gorgolas, Ignacio",1,12,4,4,193,0
"Fernandez Gorgolas, Ignacio",1,13,4,4,129,0
"Fernandez Gorgolas, Ignacio",1,14,3,3,104,0
"Fernandez Gorgolas, Ignacio",1,15,4,4,209,0
"Fernandez Gorgolas, Ignacio",1,16,3,3,77,0
"Fernandez Gorgolas, Ignacio",1,17,3,4,188,-1
"Fernandez Gorgolas, Ignacio",1,18,6,5,240,1
"Voorendt, Guido",1,1,4,4,173,0
"Voorendt, Guido",1,2,4,4,211,0
"Voorendt, Guido",1,3,3,3,114,0
"Voorendt, Guido",1,4,3,4,185,-1
"Voorendt, Guido",1,5,3,4,159,-1
"Voorendt, Guido",1,6,4,5,284,-1
"Voorendt, Guido",1,7,4,3,146,1
"Voorendt, Guido",1,8,4,5,242,-1
"Voorendt, Guido",1,9,3,4,168,-1
"Voorendt, Guido",1,10,4,5,183,-1
"Voorendt, Guido",1,11,4,4,177,0
"Voorendt, Guido",1,12,4,4,193,0
"Voorendt, Guido",1,13,4,4,129,0
"Voorendt, Guido",1,14,3,3,104,0
"Voorendt, Guido",1,15,4,4,209,0
"Voorendt, Guido",1,16,2,3,77,-1
"Voorendt, Guido",1,17,3,4,188,-1
"Voorendt, Guido",1,18,4,5,240,-1
"Christopher, POU",1,1,5,4,173,1
"Christopher, POU",1,2,4,4,211,0
"Christopher, POU",1,3,3,3,114,0
"Christopher, POU",1,4,4,4,185,0
"Christopher, POU",1,5,4,4,159,0
"Christopher, POU",1,6,4,5,284,-1
"Christopher, POU",1,7,3,3,146,0
"Christopher, POU",1,8,4,5,242,-1
"Christopher, POU",1,9,3,4,168,-1
"Christopher, POU",1,10,5,5,183,0
"Christopher, POU",1,11,3,4,177,-1
"Christopher, POU",1,12,5,4,193,1
"Christopher, POU",1,13,3,4,129,-1
"Christopher, POU",1,14,2,3,104,-1
"Christopher, POU",1,15,4,4,209,0
"Christopher, POU",1,16,3,3,77,0
"Christopher, POU",1,17,4,4,188,0
"Christopher, POU",1,18,4,5,240,-1
"Panero, Marco",1,1,5,4,173,1
"Panero, Marco",1,2,4,4,211,0
"Panero, Marco",1,3,4,3,114,1
"Panero, Marco",1,4,4,4,185,0
"Panero, Marco",1,5,3,4,159,-1
"Panero, Marco",1,6,5,5,284,0
"Panero, Marco",1,7,3,3,146,0
"Panero, Marco",1,8,4,5,242,-1
"Panero, Marco",1,9,3,4,168,-1
"Panero, Marco",1,10,4,5,183,-1
"Panero, Marco",1,11,4,4,177,0
"Panero, Marco",1,12,3,4,193,-1
"Panero, Marco",1,13,4,4,129,0
"Panero, Marco",1,14,3,3,104,0
"Panero, Marco",1,15,4,4,209,0
"Panero, Marco",1,16,2,3,77,-1
"Panero, Marco",1,17,4,4,188,0
"Panero, Marco",1,18,4,5,240,-1
"Clarke, Benjamin",1,1,6,4,173,2
"Clarke, Benjamin",1,2,3,4,211,-1
"Clarke, Benjamin",1,3,6,3,114,3
"Clarke, Benjamin",1,4,4,4,185,0
"Clarke, Benjamin",1,5,4,4,159,0
"Clarke, Benjamin",1,6,5,5,284,0
"Clarke, Benjamin",1,7,3,3,146,0
"Clarke, Benjamin",1,8,3,5,242,-2
"Clarke, Benjamin",1,9,3,4,168,-1
"Clarke, Benjamin",1,10,3,5,183,-2
"Clarke, Benjamin",1,11,4,4,177,0
"Clarke, Benjamin",1,12,4,4,193,0
"Clarke, Benjamin",1,13,3,4,129,-1
"Clarke, Benjamin",1,14,3,3,104,0
"Clarke, Benjamin",1,15,4,4,209,0
"Clarke, Benjamin",1,16,2,3,77,-1
"Clarke, Benjamin",1,17,3,4,188,-1
"Clarke, Benjamin",1,18,5,5,240,0
"van de Kamp, Tristan",1,1,3,4,173,-1
"van de Kamp, Tristan",1,2,4,4,211,0
"van de Kamp, Tristan",1,3,3,3,114,0
"van de Kamp, Tristan",1,4,4,4,185,0
"van de Kamp, Tristan",1,5,3,4,159,-1
"van de Kamp, Tristan",1,6,4,5,284,-1
"van de Kamp, Tristan",1,7,4,3,146,1
"van de Kamp, Tristan",1,8,5,5,242,0
"van de Kamp, Tristan",1,9,4,4,168,0
"van de Kamp, Tristan",1,10,4,5,183,-1
"van de Kamp, Tristan",1,11,4,4,177,0
"van de Kamp, Tristan",1,12,4,4,193,0
"van de Kamp, Tristan",1,13,4,4,129,0
"van de Kamp, Tristan",1,14,2,3,104,-1
"van de Kamp, Tristan",1,15,3,4,209,-1
"van de Kamp, Tristan",1,16,3,3,77,0
"van de Kamp, Tristan",1,17,4,4,188,0
"van de Kamp, Tristan",1,18,5,5,240,0
"Pelliccioni, Sebastian",1,1,4,4,173,0
"Pelliccioni, Sebastian",1,2,5,4,211,1
"Pelliccioni, Sebastian",1,3,2,3,114,-1
"Pelliccioni, Sebastian",1,4,4,4,185,0
"Pelliccioni, Sebastian",1,5,3,4,159,-1
"Pelliccioni, Sebastian",1,6,4,5,284,-1
"Pelliccioni, Sebastian",1,7,4,3,146,1
"Pelliccioni, Sebastian",1,8,5,5,242,0
"Pelliccioni, Sebastian",1,9,2,4,168,-2
"Pelliccioni, Sebastian",1,10,5,5,183,0
"Pelliccioni, Sebastian",1,11,5,4,177,1
"Pelliccioni, Sebastian",1,12,5,4,193,1
"Pelliccioni, Sebastian",1,13,4,4,129,0
"Pelliccioni, Sebastian",1,14,3,3,104,0
"Pelliccioni, Sebastian",1,15,4,4,209,0
"Pelliccioni, Sebastian",1,16,4,3,77,1
"Pelliccioni, Sebastian",1,17,4,4,188,0
"Pelliccioni, Sebastian",1,18,5,5,240,0
"Loustau, Lucas",1,1,4,4,173,0
"Loustau, Lucas",1,2,4,4,211,0
"Loustau, Lucas",1,3,3,3,114,0
"Loustau, Lucas",1,4,4,4,185,0
"Loustau, Lucas",1,5,3,4,159,-1
"Loustau, Lucas",1,6,5,5,284,0
"Loustau, Lucas",1,7,5,3,146,2
"Loustau, Lucas",1,8,4,5,242,-1
"Loustau, Lucas",1,9,3,4,168,-1
"Loustau, Lucas",1,10,5,5,183,0
"Loustau, Lucas",1,11,3,4,177,-1
"Loustau, Lucas",1,12,4,4,193,0
"Loustau, Lucas",1,13,3,4,129,-1
"Loustau, Lucas",1,14,2,3,104,-1
"Loustau, Lucas",1,15,4,4,209,0
"Loustau, Lucas",1,16,3,3,77,0
"Loustau, Lucas",1,17,4,4,188,0
"Loustau, Lucas",1,18,5,5,240,0
"Cullum, Jamie",1,1,4,4,173,0
"Cullum, Jamie",1,2,4,4,211,0
"Cullum, Jamie",1,3,2,3,114,-1
"Cullum, Jamie",1,4,4,4,185,0
"Cullum, Jamie",1,5,4,4,159,0
"Cullum, Jamie",1,6,5,5,284,0
"Cullum, Jamie",1,7,4,3,146,1
"Cullum, Jamie",1,8,4,5,242,-1
"Cullum, Jamie",1,9,3,4,168,-1
"Cullum, Jamie",1,10,4,5,183,-1
"Cullum, Jamie",1,12,4,4,193,0
"Cullum, Jamie",1,13,2,4,129,-2
"Cullum, Jamie",1,14,2,3,104,-1
"Cullum, Jamie",1,15,4,4,209,0
"Cullum, Jamie",1,16,3,3,77,0
"Cullum, Jamie",1,17,3,4,188,-1
"Cullum, Jamie",1,18,4,5,240,-1
"Yann, BERTIN",1,1,4,4,173,0
"Yann, BERTIN",1,2,5,4,211,1
"Yann, BERTIN",1,3,3,3,114,0
"Yann, BERTIN",1,4,4,4,185,0
"Yann, BERTIN",1,5,3,4,159,-1
"Yann, BERTIN",1,6,4,5,284,-1
"Yann, BERTIN",1,7,4,3,146,1
"Yann, BERTIN",1,8,5,5,242,0
"Yann, BERTIN",1,9,3,4,168,-1
"Yann, BERTIN",1,10,4,5,183,-1
"Yann, BERTIN",1,11,4,4,177,0
"Yann, BERTIN",1,12,4,4,193,0
"Yann, BERTIN",1,13,3,4,129,-1
"Yann, BERTIN",1,14,3,3,104,0
"Yann, BERTIN",1,15,4,4,209,0
"Yann, BERTIN",1,16,2,3,77,-1
"Yann, BERTIN",1,17,3,4,188,-1
"Yann, BERTIN",1,18,5,5,240,0
"Baas, Jan Willem",1,1,5,4,173,1
"Baas, Jan Willem",1,2,4,4,211,0
"Baas, Jan Willem",1,3,2,3,114,-1
"Baas, Jan Willem",1,4,4,4,185,0
"Baas, Jan Willem",1,5,4,4,159,0
"Baas, Jan Willem",1,6,5,5,284,0
"Baas, Jan Willem",1,7,3,3,146,0
"Baas, Jan Willem",1,8,4,5,242,-1
"Baas, Jan Willem",1,9,4,4,168,0
"Baas, Jan Willem",1,10,3,5,183,-2
"Baas, Jan Willem",1,11,4,4,177,0
"Baas, Jan Willem",1,12,4,4,193,0
"Baas, Jan Willem",1,13,3,4,129,-1
"Baas, Jan Willem",1,14,2,3,104,-1
"Baas, Jan Willem",1,15,4,4,209,0
"Baas, Jan Willem",1,16,3,3,77,0
"Baas, Jan Willem",1,17,3,4,188,-1
"Baas, Jan Willem",1,18,5,5,240,0
"Green, Collin",1,1,5,4,173,1
"Green, Collin",1,2,4,4,211,0
"Green, Collin",1,3,3,3,114,0
"Green, Collin",1,4,4,4,185,0
"Green, Collin",1,5,4,4,159,0
"Green, Collin",1,6,3,5,284,-2
"Green, Collin",1,7,4,3,146,1
"Green, Collin",1,8,4,5,242,-1
"Green, Collin",1,9,3,4,168,-1
"Green, Collin",1,10,4,5,183,-1
"Green, Collin",1,11,4,4,177,0
"Green, Collin",1,12,5,4,193,1
"Green, Collin",1,13,3,4,129,-1
"Green, Collin",1,14,2,3,104,-1
"Green, Collin",1,15,5,4,209,1
"Green, Collin",1,16,5,3,77,2
"Green, Collin",1,17,3,4,188,-1
"Green, Collin",1,18,5,5,240,0
"Simoes, Frédéric",1,1,5,4,173,1
"Simoes, Frédéric",1,2,5,4,211,1
"Simoes, Frédéric",1,3,4,3,114,1
"Simoes, Frédéric",1,4,4,4,185,0
"Simoes, Frédéric",1,5,4,4,159,0
"Simoes, Frédéric",1,6,5,5,284,0
"Simoes, Frédéric",1,7,5,3,146,2
"Simoes, Frédéric",1,8,4,5,242,-1
"Simoes, Frédéric",1,9,3,4,168,-1
"Simoes, Frédéric",1,10,5,5,183,0
"Simoes, Frédéric",1,11,4,4,177,0
"Simoes, Frédéric",1,12,4,4,193,0
"Simoes, Frédéric",1,13,4,4,129,0
"Simoes, Frédéric",1,14,2,3,104,-1
"Simoes, Frédéric",1,15,4,4,209,0
"Simoes, Frédéric",1,16,3,3,77,0
"Simoes, Frédéric",1,17,3,4,188,-1
"Simoes, Frédéric",1,18,6,5,240,1
"Romain, LASALLE",1,1,4,4,173,0
"Romain, LASALLE",1,2,5,4,211,1
"Romain, LASALLE",1,3,2,3,114,-1
"Romain, LASALLE",1,4,4,4,185,0
"Romain, LASALLE",1,5,4,4,159,0
"Romain, LASALLE",1,6,6,5,284,1
"Romain, LASALLE",1,7,5,3,146,2
"Romain, LASALLE",1,8,4,5,242,-1
"Romain, LASALLE",1,9,4,4,168,0
"Romain, LASALLE",1,10,4,5,183,-1
"Romain, LASALLE",1,11,4,4,177,0
"Romain, LASALLE",1,12,4,4,193,0
"Romain, LASALLE",1,13,3,4,129,-1
"Romain, LASALLE",1,14,3,3,104,0
"Romain, LASALLE",1,15,4,4,209,0
"Romain, LASALLE",1,16,2,3,77,-1
"Romain, LASALLE",1,17,3,4,188,-1
"Romain, LASALLE",1,18,6,5,240,1
"Bortolin, Gianluca",1,1,4,4,173,0
"Bortolin, Gianluca",1,2,4,4,211,0
"Bortolin, Gianluca",1,3,3,3,114,0
"Bortolin, Gianluca",1,4,4,4,185,0
"Bortolin, Gianluca",1,5,3,4,159,-1
